user_id,item_list
245,1 93 2657 1093 6249 203 214 211 230 6
246,1512 5039 9172 21141 21097 19004 2 13521 21637 9823
247,56 168 184 382 310 149 570 319 288 373
248,2 6 6613 168 296 4 46 72 24 586
249,39 55 3 486 1922 8407 6043 2032 2450 342
251,4 2 33 60 116 148 175 35 1020 14
253,80 2 44 1636 157 4840 16 2103 22 390
254,612 329 261 1005 994 1069 1620 415 1132 33
255,2386 4267 828 1051 145 20 92 1382 136 73
256,95 220 537 60 66 8 175 191 9 35
257,681 955 80 702 174 170 301 631 1 2
258,585 389 1722 4539 1367 465 1041 907 1172 621
259,45 5 537 191 621 389 465 181 1067 29
260,1 80 8 216 157 33 22 2 52 20
261,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
262,50 56 5 104 136 184 6 240 382 277
263,1464 1019 133 825 5045 139 1 950 67 314
264,767 36 5180 101 1714 8933 3253 20390 1104 7
265,1 2 739 5414 571 4567 4 173 425 1496
266,10642 18356 162 20528 5453 7723 2721 19199 4127 1114
267,2513 291 2 10 7294 158 257 774 7 583
268,6551 4100 7900 3372 9843 733 16672 2962 325 15146
269,17 28 122 27 50 104 168 532 244 42
270,39 58 401 3 486 596 813 78 255 2032
271,59 160 259 451 584 685 536 827 648 1350
273,555 600 443 769 385 2202 2841 1210 722 3090
274,1100 1196 2186 397 609 1503 2532 3959 20323 102
275,496 476 2208 8332 2057 2689 4334 2257 1169 7354
276,41 40 39 55 58 161 76 506 1326 354
277,561 376 430 573 117 10 985 1724 500 33
278,138 324 344 120 510 51 10 712 1227 94
279,112 2641 6550 8517 107 16619 15961 5906 9056 1199
280,149 17286 8834 12162 35 104 224 19384 6064 558
281,41 40 39 31 17 618 11 47 27 1108
282,66 116 8 2 304 41 80 161 1174 24
283,35 104 9 144 31 135 240 40 373 220
285,572 789 571 41 40 39 203 55 58 514
286,19820 17608 17561 680 10913 1462 15 566 440 472
287,1232 303 40 41 31 39 76 843 350 592
288,1095 690 1354 52 8 5440 44 3176 281 716
289,390 15 884 915 82 101 1438 1812 305 1421
290,34 449 4057 3597 4704 51 5337 262 365 4839
292,146 316 171 1006 318 1883 48 314 35 8
293,4 19 1 80 8 103 265 174 279 14
294,36 15 291 583 1523 354 1234 1223 790 53
295,521 1630 1221 720 149 2449 168 104 144 372
297,4 44 17 1871 2540 2404 1008 16 47 27
299,45 191 389 465 537 792 754 1067 1290 880
300,296 1004 3092 1337 267 360 2 407 3942 7064
301,31 39 58 3 298 36 1166 486 81 237
302,401 22 596 33 2 77 148 116 6 60
303,16 44 25 8 2166 489 14448 510 704 14111
304,211 18990 19567 16226 17428 16934 9264 4952 4645 7456
305,29 117 159 510 751 7 1490 68 869 800
306,3325 734 179 8451 596 249 29 11671 252 712
307,5242 5996 842 4579 11174 3453 2906 4736 9190 6563
308,51 716 19213 4441 15279 1508 8224 7849 1543 2052
309,43 133 15 29 101 165 36 98 13 198
310,262 16 401 596 2060 51 8 813 394 2
311,5772 716 3862 5977 9745 352 3454 11003 6279 1625
312,4094 6064 8328 12082 5044 12929 1321 512 21554 7647
314,35 9 382 224 570 240 4 373 2 173
315,9770 401 1431 596 12812 4 96 81 12936 18605
316,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
317,121 1040 3916 15826 20400 3497 11428 2139 3995 14843
318,35 2208 4223 2967 184 168 1267 56 2294 3043
319,279 22 4 5831 2736 2130 48 3987 1436 3524
320,4 44 10 16 1227 3176 1095 1372 5137 1199
321,2641 51 107 5995 256 131 1393 379 81 4640
322,682 769 600 722 771 778 578 1872 80 760
323,45 7444 792 537 1024 906 4 880 768 102
324,558 224 288 35 319 807 5675 1417 3492 1772
327,102 205 725 267 858 1501 19174 398 2894 1725
328,18676 105 14742 4516 10737 490 21496 20737 2261 18483
329,3000 3644 119 9573 172 756 19 1803 111 14294
330,171 254 269 314 165 966 1670 563 4 1089
331,109 1660 15269 1301 16163 11971 4421 4020 4879 3230
332,60 4 148 175 1092 40 104 39 48 2
334,458 615 12 31 1111 150 35 480 40 41
337,56 874 104 168 240 224 184 149 382 7275
338,42 28 11 50 9 35 104 168 742 144
339,397 1100 82 1143 983 35 1847 4324 3308 2532
340,3976 4775 1506 4371 2056 816 5841 6948 16969 327
341,380 949 422 359 744 1180 3614 14846 14844 14847
342,9 4 51 56 144 1683 131 107 600 26
343,76 182 208 3 324 344 486 1451 498 121
344,94 34 262 627 681 99 4 15597 955 1315
345,16 12 266 4 405 152 150 1303 458 52
346,1 17 16 28 47 2 50 80 44 157
347,411 28 133 45 11 904 389 17 27 905
349,165 146 314 318 22 269 254 938 5831 1258
350,35 104 56 168 9 1286 17 382 28 11
351,2007 438 3095 1467 21 2986 1363 109 5502 3032
352,4855 733 29 10305 2121 2495 2120 1090 1776 2366
353,10 848 3233 2468 3176 1863 588 14843 14844 14847
354,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
355,41 31 55 283 618 7 592 490 486 112
356,33 134 1 48 2 65 8 61 28 1452
357,778 771 722 174 2692 122 111 4 2800 5251
358,7 283 54 380 68 295 359 1002 490 6718
361,10307 41 40 133 8168 5242 5996 5650 4819 4579
363,117 308 5317 500 1308 1493 638 51 2034 5507
364,1321 1464 1197 4749 2807 3302 1304 3661 3030 3416
365,15 3439 334 101 1582 9899 196 7183 1352 3228
366,6 647 950 3 19 8 933 24 1684 48
367,15 12967 146 10669 13057 133 101 13679 8028 3980
368,509 399 433 1054 59 160 582 12 405 414
369,60 2501 2367 148 3945 4292 2748 1232 16 736
370,313 242 376 467 430 4 9642 573 16837 7084
371,298 929 1046 2148 32 107 179 401 4773 695
373,1833 4223 3043 6110 4211 3220 5633 234 3100 1970
374,16 90 1244 44 4 2428 229 112 1563 18
375,103 22 33 1 19 424 8 383 14 73
376,259 536 584 1001 956 1233 4137 5269 2512 2718
377,1596 969 71 1483 2236 293 17 4 11 40
379,15 101 851 21 85 4 354 93 237 3789
380,6 42 17 27 28 446 566 763 891 50
381,82 5 886 390 351 7 54 571 739 983
382,45 326 220 465 389 264 751 537 880 792
383,95 45 326 465 1024 906 768 880 15 537
384,95 220 465 17 47 191 28 860 1112 11
385,3037 4085 6868 116 22 148 6909 3462 329 3386
386,160 3 751 9 6 414 19 536 8 23
387,2513 1123 1688 2615 684 282 524 547 5872 12829
388,25 52 99 154 94 8 88 7444 44 459
389,4 33 2 1 80 65 67 238 20 157
391,4 6 399 186 44 7 433 17 420 36
392,156 783 15373 8226 300 532 1757 3154 15163 8326
393,896 1195 2288 1936 1234 1785 35 496 161 56
394,320 17 907 344 1715 261 1960 2075 66 7
395,3602 67 177 4507 3173 4938 250 278 10001 9032
398,1316 1674 1767 12 97 150 405 615 1111 458
399,1505 6 285 891 718 566 446 132 4126 7
400,17 47 50 42 35 145 144 149 168 136
401,160 414 259 59 1916 956 584 999 536 693
402,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
403,2 2540 2501 6 911 19 1871 2367 22 14
404,1 2 1282 174 17 48 157 4 1247 22
405,29 144 64 168 1382 1816 356 224 2517 2145
406,540 958 907 585 1041 708 102 147 1443 3012
407,9369 496 4 367 1267 6 1928 3453 44 583
409,41 31 99 58 147 1342 1960 2109 1840 98
410,128 187 133 254 171 318 314 146 165 316
411,9 56 886 4 22 104 168 224 2043 4402
412,179 7839 13600 255 5378 738 2163 5523 15980 96
413,22 2087 48 1 156 205 33 3357 73 88
414,49 181 243 542 5231 445 59 439 410 4540
415,97 150 458 405 615 35 1602 3362 56 3936
416,1220 7 9 2 35 144 168 343 782 56
417,88 94 34 207 105 87 1352 192 2 826
418,36 101 10 848 2514 112 354 4123 804 10047
419,2370 2590 1387 4465 15404 8810 715 94 1342 613
420,4321 7847 4870 43 4350 139 4095 146 324 318
421,3440 3280 872 981 759 2669 4890 106 2187 5586
422,208 344 596 85 813 1099 1 298 255 196
423,119 299 252 9884 63 3543 3398 3392 639 1146
424,44 52 716 790 25 1 6 281 67 228
425,102 7263 14127 988 327 12228 990 2149 245 2570
426,27 28 11 50 136 37 363 679 2461 730
427,49 298 51 300 510 102 8535 3462 243 6912
428,16 181 11292 25 410 243 52 44 4 882
429,3737 1619 3487 3726 3513 2426 5503 228 2233 4385
430,4 35 9 16 56 3126 104 98 2510 213
431,203 214 514 188 1296 98 323 2 43 1106
432,532 12843 67 154 1593 1044 2741 1460 101 4933
433,8 7630 1632 182 32 44 2981 96 3281 874
435,90 1244 2693 1028 1128 1969 285 13059 2620 1113
436,220 389 16 326 465 96 44 1 1506 138
437,33 4037 48 434 73 2 20234 272 4 185
438,9 144 168 353 11 224 149 415 17 27
439,41 31 533 58 76 1267 2505 2208 9 4
440,11 28 17 27 50 42 1611 629 145 1790
441,414 564 536 648 956 855 898 1 1494 2
442,96 182 344 4473 16 175 4474 9296 1246 929
443,177 434 22 135 411 841 395 33 257 67
444,9 572 604 1434 1377 702 144 1897 1931 2570
445,28 27 47 11 9280 42 5 3461 145 11189
446,8036 26 51 7741 8962 20681 16286 10831 16296 19750
447,2781 692 5134 5176 351 1256 490 95 1622 2244
448,28 27 47 42 780 50 1054 9 37 1846
449,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
450,52 8 159 117 25 44 613 425 510 10649
453,1899 4 1464 202 1321 207 179 401 596 2
454,40 39 148 1041 66 77 585 175 689 708
455,27 50 42 188 262 214 37 446 603 145
456,546 278 743 2510 541 67 135 669 9024 590
457,828 1716 89 1409 1179 706 23 390 805 4675
458,41 34 349 2518 1637 596 2 1116 8100 109
459,116 342 148 175 1108 160 1083 1214 259 1288
460,40 1123 58 55 5872 4 298 35 7 2
461,56 146 824 161 318 184 314 201 745 165
462,1653 3613 766 347 4 6557 321 2703 329 128
463,1125 1124 1535 17 47 50 27 42 2 71
464,30 75 4 172 519 2658 2018 14845 14846 14847
465,4524 4796 27 161 3246 4 42 47 11 5288
466,8885 8437 9405 13110 8402 10644 17237 12232 4488 17161
467,90 4 1008 345 4036 38 469 933 112 1896
468,1186 1828 1279 1990 2295 413 2558 58 40 41
469,96 138 2667 8907 182 208 29 324 344 64
470,97 152 1227 405 3362 1095 150 133 873 1602
471,48 65 20 95 2 19 3325 3565 115 5744
472,582 160 259 293 5 584 7 536 126 414
473,3 7 117 1 38 472 120 54 2 681
474,238 95 2 278 702 250 8 801 634 220
475,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
476,938 259 160 956 536 648 59 1225 414 1321
477,203 11 93 214 17 50 47 38 498 188
478,154 188 93 433 38 40 41 31 645 39
479,67 177 2811 250 278 118 5382 19323 4483 17025
480,23 1610 196 13 1334 91 2619 64 82 390
481,857 750 986 832 1281 1185 970 1525 1231 1895
482,35 56 95 104 879 168 5 2 184 423
483,97 5765 405 1111 150 5133 9 1775 1751 3362
484,964 14592 18866 10329 23 3842 1126 4973 35 347
485,261 388 5209 186 582 399 1456 325 554 1334
486,2830 2897 367 1311 2026 1653 4985 4290 3453 5140
487,16 250 1174 4 135 1043 75 226 748 404
488,43 13 98 1448 716 198 97 335 281 1343
489,617 721 1346 1692 946 1463 7573 7150 11365 15847
490,66 60 116 148 175 272 103 141 251 862
491,790 10342 1441 2448 656 103 3493 4624 142 12387
493,59 259 536 584 327 414 1097 956 19370 19099
494,31 40 55 76 813 2 72 846 33 103
495,1222 3644 9573 1695 10 196 11510 2369 418 13341
496,453 26 199 743 546 135 67 8204 238 5398
498,391 35 1775 1939 4985 1311 4290 2897 5140 2026
499,27 11 28 50 15 42 48 101 157 56
500,36 101 2777 29 840 4714 14227 1234 1223 4159
501,76 19 45 3 326 389 191 486 465 20
503,5 71 33 48 65 988 489 21170 21442 3882
504,775 239 564 511 1231 45 824 1513 2925 35
505,15 36 23 161 154 41 31 403 243 40
506,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
508,96 2575 208 3586 8598 4976 6468 8199 2883 7526
509,39 76 326 4 621 45 389 2 17 117
510,116 60 175 304 378 132 446 67 102 238
511,40 39 3 299 4363 15 96 1342 1858 182
512,9 144 22 168 19 184 133 224 240 917
514,2751 10523 12030 952 4223 3982 4094 6110 7647 6287
515,1 2 710 1770 14361 24 2605 12249 4469 4
516,59 259 536 584 956 1350 648 4 1001 999
518,16 278 135 177 541 25 266 26 1 404
519,15 411 583 97 1682 152 1990 1186 1602 150
520,1442 930 1884 669 2671 817 1208 336 1131 10208
521,15954 517 11095 13784 4006 470 4575 8178 9173 7796
522,8 25 52 32 182 138 96 2 324 44
523,1143 1662 1669 1642 89 282 390 556 936 1207
524,236 848 82 19202 1290 4763 865 89 983 526
525,16 555 3502 3145 203 2202 101 4 214 2716
526,3648 303 2712 1519 4288 2497 5313 765 3645 17798
527,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
528,17979 17966 133 8663 20156 16454 1422 314 301 17973
529,571 95 871 1496 112 1629 1365 535 860 621
530,28 27 50 42 587 37 662 136 1534 1715
532,509 1846 1054 146 133 171 254 205 5 3805
533,66 304 175 4 25 44 52 593 94 34
535,17 42 212 47 28 927 50 11 9057 1777
536,39 55 1100 3308 249 1847 152 1610 2186 873
537,264 571 871 1629 688 1365 19323 4483 17025 19393
538,408 613 347 2291 1069 10855 1032 1239 6297 261
539,716 177 301 281 13 598 1625 1343 199 1799
540,4688 517 7899 1062 6777 7818 625 4020 678 755
542,51 154 40 41 39 31 58 96 45 138
544,936 82 805 1177 1207 1290 19 972 526 2034
545,4 75 228 52 33 172 226 1 48 25
546,55 58 349 76 1049 15 101 936 3 1030
547,93 160 901 188 259 214 1434 520 1093 358
549,60 175 304 378 736 309 44 4 2446 238
550,4 44 1393 33 52 1123 96 182 265 2615
551,17 28 11 50 2259 181 243 37 136 4
552,94 99 339 590 4472 148 60 176 66 262
553,41 39 182 96 32 77 60 344 175 25
554,159 120 957 510 1375 533 1050 771 800 2219
555,249 639 1273 1146 928 129 15 242 2499 1
556,913 120 159 732 903 500 1805 1257 43 1579
557,3 1377 152 150 1186 3399 802 2097 405 1682
558,8896 9904 15554 3150 7598 5859 5396 2578 5043 13150
559,9954 19335 17790 13519 5949 4913 1021 9853 5573 4741
560,8775 18650 16870 15145 102 156 11190 21039 13873 64
563,22 77 60 148 20 65 631 702 265 279
565,112 939 1391 4592 5284 54 916 559 422 218
566,16888 2098 5776 21019 13650 1581 8445 18139 13783 10172
567,2637 1604 1425 3452 2683 1729 697 1796 1870 2401
568,14 28 17 4 47 2562 11313 93 37 1844
569,15 4 101 8 44 229 132 160 451 2700
570,138 324 344 66 60 116 148 175 304 378
571,830 451 578 749 691 1444 33 80 1 48
572,638 564 1055 827 451 569 1147 1583 578 480
573,8 38 59 93 278 584 540 320 259 250
574,4441 5044 12640 6102 3090 6064 1008 19 2832 1751
575,199 85 1670 11653 2036 1152 4288 1198 1222 66
576,77 116 175 60 105 134 391 11480 327 44
577,17 47 50 37 27 3228 42 1526 192 1105
578,4987 3068 6336 883 4033 15515 4190 735 10572 3067
579,739 571 2875 1917 447 512 270 2042 883 13112
580,66 77 148 175 16 1046 4 134 265 20
581,17 1532 1535 50 42 27 37 1715 22 837
582,1555 6777 9770 2660 7818 13434 2039 2055 3690 8343
583,203 214 358 1978 1855 1450 2 72 1651 2550
585,511 239 1281 986 17 1231 1185 28 47 857
586,147 585 34 5755 1840 7336 2013 5650 842 367
587,129 6825 6053 6304 573 6051 7134 6305 39 5585
588,239 511 7258 832 3107 986 7617 3788 3701 25
590,6 11376 236 728 21728 22101 12926 1290 11156 1263
591,27 28 203 42 11 116 77 50 603 405
594,376 7 4082 4076 15 101 161 5932 8259 6215
595,40 55 411 291 4 9534 905 14620 1497 2
596,249 299 212 102 146 742 300 639 129 1194
597,2488 1499 299 3022 19 8 1737 80 157 1
598,136 532 1939 298 277 206 480 415 451 2503
599,23 13 71 294 98 97 43 198 348 41
601,40 39 58 55 76 9 4 2 17 27
602,103 33 56 4 48 194 73 20 2 370
603,8 52 2846 2850 6 229 36 428 1921 3672
604,135 57 64 399 582 177 348 199 5081 634
605,145 694 1481 136 743 277 7 2453 1058 3188
606,1573 1723 2724 2218 3709 3355 3300 620 425 2258
607,227 1366 402 1164 5083 14845 14849 14847 14846 14848
608,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
609,590 16827 345 5440 2684 17327 108 1744 72 20446
610,390 915 82 168 35 9 224 884 45 56
611,22 63 82 390 48 141 103 451 663 330
612,13 43 4 48 198 19 348 17 11 27
613,2558 6111 8444 5362 6599 3681 526 3284 236 36
614,14522 14521 325 843 1 78 195 12644 12949 158
615,105 5455 17 95 28 23 1 365 47 19
616,7 33 48 73 11349 345 65 17187 1008 4
617,34 579 51 467 573 430 376 129 242 919
620,9943 12216 13110 716 12232 13127 35 11314 1343 17161
621,896 117 1195 463 29 2288 21 8097 51 3090
622,22 1522 521 690 1354 73 1630 20 48 265
623,226 11 17 50 47 27 1131 37 42 1737
624,28 27 11 42 1391 145 37 4592 2803 1393
625,8 64 105 43 512 298 25 3380 356 57
626,11 17 47 27 42 145 19 48 174 33
627,8 25 33 52 179 27 284 410 913 414
629,88 99 81 34 1428 9196 32 3535 823 9316
630,28 27 344 1073 22 1816 2517 1185 2145 1231
631,1122 226 1476 460 901 2256 6278 7887 21133 21
632,8 1 238 2 278 16 93 214 38 203
633,60 148 175 1 8 4 135 736 134 2446
