user_id,item_list
54,2 6 4 19 1 8 20 48 11 30
55,5255 6617 13878 6095 6941 12798 10578 16655 18847 6093
56,1198 1342 3516 2543 34 3458 99 384 262 116
57,144 104 168 149 240 319 310 59 570 160
58,2404 2501 3945 7866 9774 13965 8260 101 433 308
59,1992 612 1071 3980 188 1788 353 937 520 4352
60,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
62,291 411 583 904 905 841 4556 1500 4045 15799
63,1316 1668 3011 4042 4833 978 624 80 1051 2403
64,6260 7128 3438 5360 41 31 6527 6821 5154 4053
65,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
67,181 111 122 23 28 253 17 13 27 6203
68,281 3373 1151 1448 138 96 324 1994 2853 208
69,14 22 25 33 20 371 16 172 4 48
70,1 2 67 74 19 33 24 4361 2741 177
72,9653 7453 7168 7525 10901 7454 10910 7169 8622 8620
73,18461 125 20195 998 18029 9061 1728 21411 19244 7667
74,27 28 11 42 47 5 4 2 6 145
75,319 803 56 184 372 258 570 19291 450 9
76,7708 1124 11167 282 8598 308 40 5292 12497 14767
77,7 6 46 54 90 1 131 4 67 20
78,63 546 7212 1152 7600 21995 217 155 81 15324
79,138 208 344 254 171 318 146 314 139 60
81,7600 705 5638 664 22 2599 172 103 507 21245
82,55 76 3 486 2 342 33 7 9 4
83,592 1083 1214 1288 486 1290 76 754 526 837
84,905 1537 411 1497 583 2243 41 4828 31 39
85,41 31 55 39 405 615 458 60 9 486
86,154 28 17 298 11 47 786 27 37 145
88,346 99 1005 1089 318 19737 3088 314 2286 22160
89,12673 15015 15014 12672 18468 16484 18467 16482 16480 96
90,64 109 98 21 13 19761 356 455 217 1923
91,4 2 915 7 90 1438 8 884 38 14
92,14083 9622 20948 18139 18557 21223 18359 20337 15620 22320
93,1024 768 95 326 537 389 220 860 191 2211
94,28 47 42 11 51 498 37 365 136 145
95,4 26 6 1 3 2 112 44 72 25
96,72 766 617 255 1264 1346 394 483 49 118
97,5186 7884 3504 13608 8192 11114 4865 4 9214 1673
98,143 3 7 19530 21852 12482 2 15 20895 4
99,64 208 138 96 32 57 356 1012 204 348
100,313 764 636 252 63 11 249 5488 6149 18
101,837 624 706 1179 1290 828 978 1177 1051 754
102,5724 6747 7055 2904 2284 2585 3208 3361 2958 2283
103,1481 694 3188 5508 901 4552 155 16 97 152
104,4 299 119 252 2 3 112 8 1 75
105,8752 19078 15563 7 4 21 3 2 15 196
107,41 39 55 3 376 313 467 430 764 4
108,320 2075 585 2106 1163 708 1960 1443 689 3582
109,1868 1 14 131 564 132 4 775 1147 2
110,40 58 76 2416 2505 579 496 390 1155 82
111,95 59 220 536 956 326 414 584 389 465
112,51 3692 2603 365 498 81 6901 215 88 105
113,9 56 104 168 240 224 184 373 372 310
114,5 50 27 17 5427 37 145 42 122 293
115,1511 44 6374 4 16 20574 2700 11296 2436 10667
116,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
117,88 217 87 15 131 26 81 107 798 2
118,7 295 112 380 18 276 677 4031 422 820
119,300 1433 102 416 267 197 9783 21205 21884 17387
121,2886 2575 6222 3586 4807 4830 3659 4976 5298 4050
122,3659 4830 4051 6222 5298 4698 4807 3134 5539 4536
123,103 33 8 330 73 80 4 65 48 24
124,346 1342 94 34 1294 2163 5005 3954 1198 4162
126,7521 8755 7522 5585 6026 9218 6276 10366 8219 6280
127,618 41 40 39 55 1214 47 11 828 42
128,42 28 11 50 277 145 5 37 363 679
129,585 907 2013 1960 14172 1722 708 147 1443 9341
130,14985 18434 14981 14982 831 2162 60 1070 6794 736
131,55 6967 13 57 486 198 7 2 143 342
132,335 843 474 133 171 139 269 254 554 314
134,4 2 80 8 65 6 95 174 73 61
135,566 15 48 891 446 73 763 132 1390 6
136,9766 4 143 2 7 9 1 8740 6 40
137,313 376 157 430 467 573 2 1 48 33
138,11 117 28 50 120 54 47 18 17 27
139,31 40 22 56 3 58 6 144 33 80
140,44 16 4 95 25 19 7 2 26 28
141,978 624 5 201 4 1440 44 2 8 805
142,41 40 39 58 55 94 2 8 33 7
143,1573 17 2724 6990 27 3596 3252 42 1 2
144,35 9 104 168 3299 2981 224 144 149 184
145,1 35 56 17 16 47 42 144 8 28
146,85 520 514 1296 603 358 203 162 401 230
147,2 4 1 80 48 33 3 95 8 22
148,265 279 20 116 60 175 66 77 103 148
149,47 17 14 37 50 27 244 2 122 145
151,1207 936 1290 2034 2058 1067 4247 2611 2610 1893
152,4 85 80 320 2 8 708 1163 2771 585
153,28 17 47 27 37 42 145 136 2 1
154,58 55 342 76 3 486 2 7 33 1083
156,17 42 37 136 1 277 6 4 363 5
157,17896 17897 6197 17915 6724 17909 17907 6725 5724 7027
158,19 4 1 22 14 20 33 157 8 65
160,427 529 141 424 2955 409 134 73 862 22
163,742 44 4 3259 16 343 2 308 1 6
164,44 75 181 410 67 26 4 172 238 16
165,6010 11111 10197 12733 8999 13611 18134 12594 2841 20069
167,33 22 20 4 48 1 7 24 14 19
168,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
171,433 399 582 11 1 4164 28 6 4668 188
172,31 40 39 76 3 9 486 78 35 342
173,262 1041 320 2013 585 907 147 53 708 2106
174,154 298 4031 9914 17580 20089 15337 18582 4166 19584
175,6 4 22 1 10 80 163 7 20 3
177,27 145 136 4 1 277 80 5 8 22
178,1 36 3970 303 128 9 3 2 112 71
181,1304 1899 18675 1197 512 1932 5249 10001 6519 8930
182,27 28 47 11 42 145 37 277 5 363
183,16596 9741 9205 13860 13847 21591 12096 9324 14100 19084
184,47 27 50 220 326 19 42 465 389 37
185,901 292 329 325 316 2326 1737 350 474 960
187,17 28 11 399 5 145 201 244 37 136
188,3537 3870 3318 3407 808 2702 2791 7145 2072 5664
189,4057 5527 5332 5337 1198 94 2582 2163 3458 813
191,4889 2963 627 4336 738 2577 262 1920 5584 2490
192,154 132 1057 38 24 4 446 93 2 33
193,2053 22 33 4371 3303 5608 65 170 1763 423
194,81 51 21 131 109 69 87 5392 222 43
196,1966 910 712 2681 509 401 88 596 1054 13810
197,97 152 615 1111 242 484 313 376 1602 430
198,15 36 511 375 857 750 161 506 1073 337
199,49 181 8160 8708 876 2163 13822 897 48 13569
200,10 51 18 4247 63 155 166 69 422 159
201,1 4 80 14 48 33 174 8 22 200
202,40 39 138 96 3620 76 3 907 2423 4941
203,4066 5248 4662 8906 5897 9528 3834 3827 22112 5680
205,22 4 3444 19 6 8 5 20 2281 2248
206,851 981 1568 2312 17081 229 2933 1842 16 17381
207,238 278 135 541 250 94 24 34 4 72
208,2 4 40 41 22 837 48 6 39 978
210,261 316 350 1965 292 325 474 329 2689 1821
211,323 520 1296 603 214 211 1978 93 188 230
212,81 1790 365 51 217 298 162 107 712 6
215,15 4288 4583 2355 8638 14702 1519 13460 6459 88
216,159 160 957 985 510 500 414 536 584 956
217,35 258 558 144 149 1082 373 56 240 168
218,43 57 348 262 88 204 29 143 21 109
219,107 88 217 81 26 29 18 13 192 21
220,13878 12798 137 16655 68 18847 9587 295 422 11251
221,5 71 294 23 19518 18901 15274 5802 22257 13107
223,903 732 9666 441 7900 347 2885 10407 1848 8183
225,250 781 238 541 67 1053 395 748 278 481
226,6 4 1 48 68 19 33 46 54 8
227,116 66 175 304 279 378 103 309 593 437
228,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
229,2 48 33 24 19 8284 36 22 7 8
230,108 2045 759 1460 2531 17467 14453 1203 135 3612
231,42 50 28 11 202 88 85 51 136 154
232,31 41 40 55 39 1 48 76 33 4
233,4 1 476 2208 6 32 1267 2505 3391 33
234,27 42 47 11 28 36 50 136 145 37
235,31 55 58 3 43 486 13 51 98 449
236,116 148 175 304 12877 736 309 378 497 593
237,1112 786 1028 1283 998 8155 1728 766 973 8721
238,4 80 2 1 174 157 8 22 48 20
239,3162 3620 4941 1488 390 3616 89 1812 5072 13
240,2689 433 2913 119 2747 2208 496 3533 801 3460
241,4567 425 687 6124 11390 3371 8794 6738 1952 5324
242,13333 19859 10897 5216 17641 14537 17628 3980 4352 13336
243,8 25 1191 1422 2453 3590 229 3162 19063 4552
245,1 6 203 214 14 211 230 93 2657 358
246,22 6 17491 2642 20131 12173 10479 3485 11401 80
247,56 168 224 184 149 310 319 372 382 288
248,72 26 401 407 2364 396 586 3863 245 6356
249,41 39 55 3 486 342 811 592 78 143
251,116 60 148 175 304 1020 177 378 1120 309
253,2 26 44 33 84 80 24 3 20 14
254,261 329 1069 1005 612 1620 1914 686 3506 2526
255,2386 19 4267 20 17 27 1 47 14 24
256,465 389 220 95 537 2161 191 60 1007 1067
257,20 80 301 8 702 174 2 48 14 170
258,585 34 1722 907 1960 4539 1041 689 2075 2106
259,537 1756 85 1067 5 1007 465 45 389 880
260,19 80 8 4 2 216 6 44 52 3
261,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
262,11 50 136 56 9 277 5 104 363 184
263,24 67 14 35 6 9 20 1 225 135
264,767 36 5180 4033 1714 101 6736 3253 8035 12319
265,1 2 4 14 8 7 3 132 24 106
266,22262 12301 17090 11945 3212 1863 1811 19724 10 125
267,291 905 583 287 1537 1497 257 655 4945 559
268,6551 4100 7900 16672 9843 3372 2 179 62 401
269,17 28 122 244 50 145 27 42 1230 37
270,39 58 76 3 486 2 342 78 7 811
271,160 956 59 584 1350 259 536 648 1097 4
273,600 769 10757 4583 11111 443 6010 1210 2841 14895
274,1100 1196 7856 2186 397 4324 3959 18626 2532 599
275,496 476 2208 1267 2257 2505 7354 7019 3214 19845
276,161 40 41 39 7 506 337 55 3 403
277,561 573 430 376 242 636 313 117 20061 985
278,138 324 344 120 510 51 94 712 1724 800
279,112 6550 3 6 11036 2 5906 4871 22027 137
280,149 104 224 382 168 373 372 310 683 570
281,41 40 31 39 55 17 27 50 11 618
282,66 116 134 8 67 265 20 309 80 1
283,135 104 35 149 278 238 177 224 412 382
285,41 40 39 55 1654 58 789 571 2599 106
286,17561 17608 14511 440 8872 13888 10913 15 680 101
287,31 40 41 39 76 592 618 342 843 1083
288,52 1095 1227 44 8 352 25 716 281 1448
289,15 101 7 390 1812 1438 89 915 161 884
290,681 99 34 51 4057 4704 179 5337 3597 365
292,316 14 474 8 48 146 20 80 17 314
293,4 8 19 1 48 14 24 33 80 22
294,36 15 1234 403 506 3681 429 303 544 354
295,521 1221 11834 5848 13983 17137 18836 8318 12495 1966
297,14195 2119 1008 7 44 2501 933 2404 2540 1197
299,465 389 880 1067 1756 792 537 1024 45 768
300,296 1337 407 7064 360 3092 2780 6 1004 46
301,87 31 81 58 40 39 55 179 29 298
302,80 6 22 20 33 2 157 103 14 44
303,14448 17989 6421 2166 14111 186 282 5 14 111
304,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
305,159 117 29 7 510 751 21 1375 985 68
306,34 179 3325 596 1172 8451 813 392 2866 442
307,5242 5996 4579 14154 2906 11174 7527 116 20 77
308,14586 15435 17173 15751 11784 6570 42 46 716 93
309,43 29 133 98 198 21 13 455 15 57
310,262 88 401 183 715 1342 1172 1198 346 16
311,716 352 5772 1448 1625 1343 1994 2917 1376 3862
312,12082 8328 5044 4094 7647 6064 16469 12929 8284 8834
314,35 144 9 224 382 240 149 319 373 570
315,401 182 105 51 87 81 1431 394 798 208
316,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
317,1040 11428 8985 3916 10724 4507 4262 19796 4037 121
318,2967 9912 2208 2294 168 35 9925 3100 2257 56
319,279 22 5831 48 3987 65 103 83 4 66
320,12259 5448 11809 22055 44 1199 15864 4 16 14637
321,11036 20030 9056 5365 107 16143 131 5995 6550 8792
322,600 769 682 722 778 771 1155 2801 760 2457
323,45 537 906 1024 880 792 768 860 997 1007
324,2717 558 319 1772 2064 361 807 288 1887 310
327,300 102 205 197 1501 267 725 2894 698 4
328,21222 17768 18676 21558 13531 5090 2255 17168 20290 13168
329,9573 3000 3644 11510 12 23 1974 8115 756 97
330,133 474 171 314 563 269 254 325 165 1089
331,109 43 64 154 98 455 247 130 85 356
332,1108 60 1083 40 31 41 148 1288 2 39
334,40 41 31 55 39 56 2 76 35 12
337,56 9 104 240 168 224 184 382 149 319
338,11 28 42 50 9 136 5 37 35 145
339,1143 1196 397 1100 1847 2234 2532 3308 1308 1669
340,3976 4775 2056 4371 16969 5841 4248 5073 11220 112
341,380 949 744 422 359 1180 7 3614 20276 16430
342,56 9 144 20760 107 15647 131 26 240 1347
343,76 3 486 32 9 342 23 33 68 182
344,94 34 627 681 7 99 955 5121 6 4353
345,44 4 1 16 2 12 6 7 19 3
346,1 2 16 80 17 25 44 33 20 11
347,28 17 27 1 11 4 55 40 41 39
349,5831 938 563 1331 325 329 474 3987 165 350
350,1286 27 28 17 168 35 104 11 42 1382
351,2007 438 21 8352 7926 109 1363 43 64 85
352,10305 29 4855 733 20877 16542 4430 13811 109 7746
353,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
354,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
355,41 31 55 3 486 592 618 811 1083 78
356,134 4 1 2 8 65 33 103 83 66
357,2219 771 778 682 5251 174 722 2692 6114 2801
358,283 380 7 54 68 276 12455 112 359 295
361,8294 10307 9712 12372 8209 5650 5996 6472 11174 9190
363,5317 159 51 308 983 2611 2034 1493 1308 707
364,1464 2255 512 1019 1197 3030 1304 2004 3442 3661
365,3439 9326 14799 16648 15 9899 10592 101 4190 15610
366,6 20 3 8 19 7 24 14 22 9
367,15 12967 325 10669 13057 563 5216 316 146 8028
368,433 399 509 59 1853 582 1111 405 160 293
369,60 148 304 378 309 134 2404 593 644 428
370,242 313 376 430 573 467 1039 14 764 4
371,298 929 81 29 863 87 162 549 401 107
373,6110 4223 9912 3100 4211 3220 1833 5633 1970 3043
374,4 3 44 16 112 2 1 26 6 75
375,103 424 141 330 115 200 802 65 427 272
376,956 259 536 1233 414 1001 584 2512 648 1837
377,1596 1483 71 969 2236 17 40 11 4 27
379,15 85 6 203 7 214 93 211 4 14
380,566 6046 1305 472 446 14573 891 217 763 17027
381,886 7 5 351 54 111 82 46 983 283
382,906 465 220 389 880 326 768 860 792 45
383,906 326 1024 95 465 880 768 537 45 191
384,465 95 220 45 860 16 191 1447 19 4
385,6909 6868 329 4085 116 3037 3386 21888 148 39
386,6 3 9 8 14 25 24 20 18 35
387,6185 14767 5747 8598 12497 12829 11626 6483 11627 16350
388,154 13456 8 44 52 38 21954 10921 162 3
389,4 33 80 20 2 157 1 65 6 174
391,7 4 6 19 44 3 14 18 24 238
392,156 300 725 197 416 4933 7617 7190 4934 3882
393,1195 2288 2492 2200 2903 896 1936 544 161 2842
394,2075 585 907 2829 1960 320 2013 1532 1940 1443
395,18851 20117 10939 12225 21481 19058 4507 4564 15646 3602
398,1618 1674 1316 1767 7506 11056 150 299 97 1507
399,718 891 566 446 1943 22079 19509 1037 18462 763
400,17 47 50 27 35 168 37 149 9 144
401,1916 16134 7084 584 160 16837 956 22312 18632 4033
402,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
403,2 1 6 8 33 48 19 22 14 7
404,1 2 17 4 48 8 20 47 14 11
405,144 168 224 149 240 319 310 13 382 3
406,540 147 585 907 1041 708 2075 1163 1443 34
407,496 4 9369 6 2 44 26 3 75 1928
409,2013 1722 1960 1840 1163 41 99 31 58 2109
410,254 314 316 474 133 165 269 128 318 325
411,9 56 48 144 4 22 886 5 104 73
412,179 1099 255 96 590 8 284 3004 2829 138
413,1 65 2884 200 6 156 2 205 22 994
414,15815 4540 12282 18346 22305 20581 17853 14100 17413 19934
415,97 150 405 615 873 458 1602 9 5 3
416,7 18197 112 68 865 137 1550 143 1220 6142
417,88 34 81 1713 94 87 49 192 215 217
418,36 101 10 3 1 112 506 354 403 257
419,2590 2370 8810 1342 4465 715 5803 6588 99 2577
420,7847 4870 4321 4095 4433 5020 4440 5992 4350 14674
421,3280 2669 4298 5222 981 7543 3440 10957 872 759
422,208 344 81 85 131 29 107 21 401 87
423,299 252 119 3543 9884 3398 63 3392 7640 13135
424,44 52 25 3 266 4 716 2853 598 1
425,10073 11888 327 2149 15274 20043 1931 990 1555 16627
426,27 28 47 11 50 37 136 277 363 5
427,51 81 298 8535 26 21 90 131 211 93
428,11292 181 243 410 16 25 1341 445 882 52
429,3737 5005 3513 3487 4834 5503 4027 1619 3726 6664
430,4 6 1 35 16 20 62 19 61 56
431,203 514 188 1296 214 603 211 323 1978 1450
432,532 3107 413 12843 154 2741 3414 1460 5433 3726
433,2981 11040 7630 1632 25 229 7 16 190 8
435,30 107 87 13730 19098 19014 649 471 90 22231
436,26 19 3 44 95 1 16 33 20 6
437,33 48 20 103 73 31 39 194 41 185
438,168 144 382 258 149 373 240 319 11 5
439,41 31 76 58 3460 533 2208 9 2747 8
440,1611 11 28 629 1790 821 145 50 400 2209
441,3138 898 564 1147 569 1536 855 745 3231 830
442,138 96 182 324 344 7211 9296 4474 4473 16
443,841 411 33 177 1127 6 257 643 905 251
444,801 702 9 301 144 2 168 104 240 369
445,27 28 11 42 47 3461 145 37 136 4371
446,8036 13734 19501 15571 19782 21755 3881 6976 10853 6676
447,5134 1622 5734 1696 2781 3842 5176 10334 5216 1553
448,17 28 27 47 1054 2 14 1 780 12
449,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
450,52 8 44 25 4 229 143 9 613 1
453,202 179 81 1197 401 596 217 1464 207 813
454,39 41 40 320 148 708 1041 77 309 66
455,17 27 93 1 50 14 214 262 145 42
456,546 743 278 541 748 250 67 135 177 404
457,828 1716 1409 706 805 2520 17645 754 14540 236
458,41 58 39 40 94 34 3 2518 12376 1637
459,342 1108 77 116 148 1083 1214 18 112 68
460,40 58 55 5872 1123 2 3 7294 2309 486
461,1147 56 314 168 318 564 146 3138 201 1536
462,1653 128 3613 347 14154 6 4 2703 2 38
463,182 344 1125 27 1532 1124 17 50 1535 42
464,4 75 44 19 172 16 1 8 2 7
465,4796 4524 8982 27 47 42 11 50 28 4
466,8437 8885 13110 10644 8402 9413 9405 12232 17237 17161
467,90 6 46 4 2 738 3 24 106 8
468,1828 1186 1990 2558 1279 6111 2295 3351 58 6599
469,8907 96 138 182 208 29 324 546 344 743
470,405 133 458 97 3362 2390 318 152 254 1111
471,48 33 2 19 95 1 20 80 26 73
472,582 293 160 584 488 126 1984 2626 259 340
473,3 185 38 93 84 8956 9997 1 21103 20761
474,4 238 2 177 95 19 250 6 1 48
475,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
476,938 1225 160 956 648 2063 536 414 114 259
477,11 63 18108 1 22106 4 50 155 47 6
478,93 38 154 188 203 1978 645 211 1635 520
479,177 67 250 238 541 235 12138 278 395 10012
480,23 91 69 13 57 86 64 196 1610 131
481,970 750 857 832 1073 1281 986 4623 1525 1895
482,35 56 2 104 168 4 26 1 95 5
483,154 1111 405 97 5765 615 150 13674 458 1775
484,964 14592 4087 3842 799 10329 388 1240 292 1126
485,399 186 388 5209 976 261 686 329 582 1456
486,1653 4 367 1 6 6557 20 7 14 19
487,135 748 1174 199 250 238 1053 1043 11404 278
488,474 43 335 316 1006 171 13 716 1448 198
489,617 1692 22024 946 1463 1346 3290 19059 1873 401
490,66 116 60 148 175 304 378 103 272 134
491,790 15381 10342 1441 656 21535 19414 19571 15628 7
493,19099 12533 17983 15010 9090 21961 2830 14474 18161 3144
494,31 41 40 55 813 72 48 2 33 4
495,9573 3644 1222 1695 29 863 15961 11510 162 4762
496,199 743 546 404 1043 135 67 748 395 481
498,2830 35 9 4985 1775 2897 14 2026 4290 30
499,27 1 11 42 4 28 5 8 50 33
500,4714 2777 1162 8684 8092 1234 545 17928 29 5912
501,39 58 76 19 3 45 80 2 20 4
503,33 48 4 65 73 20 71 1 19 5
504,775 824 1147 745 511 898 1536 1231 3138 1185
505,15 154 23 243 7 36 41 9 86 161
506,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
508,4536 2575 3134 3586 11787 11167 8598 10861 4976 11626
509,39 76 2 4 45 48 6 11 22 326
510,60 116 20 304 378 8 67 175 14 48
511,41 39 40 55 262 1342 3 96 138 4363
512,9 144 168 2 22 240 184 224 149 382
514,6110 15977 3982 4211 12936 9925 9912 251 427 11118
515,18495 4642 10687 710 18328 13071 13186 14573 18417 13525
516,59 956 536 584 259 999 1350 648 1097 1001
518,16 67 8 278 25 1 177 189 135 541
519,411 583 15 841 1127 1990 905 2203 6470 101
520,1442 1208 669 930 381 178 1131 633 677 7
521,13784 11095 15954 18590 15192 20116 9173 4006 12711 18320
522,8 25 3 2 32 52 1 44 61 22
523,1662 1143 703 1669 1308 754 526 3180 1783 5119
524,848 236 1716 125 1440 1290 1040 690 17145 805
525,14998 12537 12486 1768 16 11949 21 1 10757 7716
526,3648 17798 8144 20432 8180 14770 9555 1670 14763 5313
527,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
528,17973 17979 17948 16120 17947 20169 20167 17966 17963 17956
529,2 3 112 6 4 1 8 95 30 15
530,27 28 50 42 37 145 136 5 19 277
532,509 1054 133 146 254 1846 205 171 314 139
533,304 77 66 175 593 52 428 9 577 25
535,17 212 9057 6457 42 18771 47 6253 927 18442
536,55 39 76 1196 249 3308 1100 1847 3 2532
537,5663 12138 15907 10012 11049 21967 18616 17361 3711 13325
538,10855 1239 1069 984 1480 6871 408 799 11080 2526
539,177 199 13 2853 743 481 43 1625 634 598
540,4688 7899 1062 517 1398 770 755 10253 678 625
542,2546 51 31 29 40 228 260 58 41 155
544,828 805 1177 936 1290 1409 82 1370 2034 972
545,4 33 2 24 20 1 16 170 48 228
546,40 55 58 76 2034 3 486 7 101 936
547,160 7832 259 1897 1931 584 36 1434 536 1032
549,304 116 60 175 378 736 309 1755 644 4
550,18 279 96 52 138 1393 324 265 208 25
551,17 27 28 11 50 243 181 37 136 277
552,339 94 590 99 4472 179 401 183 304 268
553,31 77 182 60 41 39 32 175 344 96
554,159 506 161 117 403 337 544 108 957 1
555,249 252 1 2 3 639 8 20 6 19
556,159 120 913 500 800 1805 2803 43 2908 665
557,3399 1377 1186 1429 1990 3 16180 789 185 1828
558,9904 5043 7598 5859 5396 4891 10112 12226 8896 14291
559,19335 9954 19547 17699 7632 6573 1021 2814 1597 10
560,18650 15145 8775 16870 13873 21039 11190 57 64 23
563,20 22 65 141 265 279 110 80 83 260
565,112 137 3 6 2 4 283 1 8 939
566,13650 18597 10172 12063 19452 21019 20441 7447 13783 6030
567,1604 1796 2637 2683 1870 2401 1425 3452 3075 697
568,14 6 28 17 93 2 27 203 7 19
569,15 25 4 101 6 44 1 2700 30 19
570,138 324 344 66 60 116 148 175 119 10
571,451 830 578 2050 691 1444 749 1996 3093 2961
572,1147 480 827 451 638 1746 3138 1055 6262 564
573,8 278 93 203 4 25 177 38 5 59
574,12640 4 1 6 20 19 14 3090 172 234
575,199 11653 1058 2036 6422 66 15237 116 1152 60
576,77 116 148 175 60 304 736 20 279 134
577,28 192 17 27 2 50 3228 19 42 7
578,4987 3068 4033 21763 4988 21947 14310 18665 12135 21545
579,2875 270 460 447 4132 3442 571 512 808 1666
580,77 148 66 175 20 134 265 304 4 309
581,1535 1532 50 17 27 1715 251 42 22 37
582,6366 7818 2660 14811 9228 517 10788 1555 10046 6777
583,203 358 214 93 1978 1855 1450 5037 1651 232
585,970 511 1281 832 1231 1185 1858 986 4230 3804
586,5755 7336 5650 540 17885 2906 907 6557 14368 34
587,6875 8803 6054 6057 6304 6051 6574 5213 7484 7134
588,6116 511 239 970 3107 7258 5433 750 832 7617
590,21728 12926 11376 20768 3623 11484 12019 5848 5986 2509
591,27 42 28 11 203 645 405 50 323 214
594,467 376 764 4076 4082 6215 2366 630 252 119
595,40 55 3 76 2 4 7 411 905 291
596,314 249 742 254 1194 139 299 252 146 13
597,3022 299 2488 8 1499 141 65 48 1 13617
598,27 11 37 136 277 85 1230 2503 679 730
599,13 97 98 5 9 348 3 100 43 152
601,4 39 9 31 2 40 8 17 58 55
602,103 73 141 370 193 862 48 194 20 56
603,52 3 7 6 4 1 44 2846 8 229
604,177 250 399 135 1043 64 781 634 13 582
605,28 11 145 277 136 363 679 111 1481 743
606,1723 1573 2724 3355 10448 3709 4078 3300 15131 2218
607,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
608,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
609,20446 590 5440 345 16827 2684 72 20395 22243 401
610,2121 9 1776 2196 1090 168 35 382 56 144
611,141 22 63 15367 48 11152 20 55 2 65
612,13 27 4 19 17 45 348 198 8 43
613,2558 1682 8444 3681 6111 3284 3377 6599 8697 837
614,14522 12644 325 17869 16096 14521 12677 9313 11830 17873
615,4 3 10 17 28 6367 7133 6824 47 6526
616,48 73 26 4 163 33 65 84 131 272
617,34 1 30 8 6 26 14 51 41 16
620,12216 9943 9405 13110 13127 17161 12232 3373 11314 3875
621,14998 1195 20536 2200 2903 2492 2288 2842 3361 896
622,48 73 65 22 194 690 272 141 1522 1354
623,47 50 11 16549 17 27 1737 37 145 17929
624,27 47 11 28 42 50 145 5 1391 277
625,8284 154 25 8 105 266 229 1197 29 81
626,11 27 17 47 42 145 136 363 277 19
627,8 20 25 80 61 1 2 33 24 74
629,6744 81 823 11361 3535 22296 12934 17532 1428 6963
630,27 28 47 324 344 857 5 22 19 2
631,1122 901 2256 226 11738 19739 19592 2104 2654 18071
632,8 1 2 238 278 164 16 132 250 25
