user_id,item_list
241,4567 425 8794 1672 1027 687 16555 21615 2247 13806
242,17628 13333 10897 14537 17641 12370 19829 19859 13334 13336
243,1422 8 25 1191 1481 229 266 2453 3620 3162
245,1 93 2657 203 214 211 1093 188 230 232
246,2642 704 21044 21141 151 371 21097 9172 290 1512
247,56 168 310 382 184 570 149 373 319 372
248,6 2 1 296 46 72 24 586 164 84
249,39 55 486 3 143 1815 2032 2450 811 78
251,4 2 116 60 33 148 65 175 14 20
253,80 44 26 2 22 14 24 157 16 74
254,612 329 1069 261 994 1620 1005 1149 415 1788
255,2386 20 4267 145 136 828 1051 14 73 157
256,220 95 537 60 175 66 2161 9 304 168
257,681 955 80 174 702 1 26 2 1874 157
258,1722 585 4539 389 1960 465 621 2075 1172 1367
259,621 1067 389 45 465 537 1007 1024 181 792
260,80 157 1 22 33 8 20 6 216 14
261,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
262,50 136 56 5 277 104 363 679 184 382
263,1 6 20 19 3 8 22 14 33 225
264,767 36 101 20390 1714 4033 8933 161 403 354
265,1 4 132 14 2 739 24 8 566 84
266,20528 7723 6679 18356 19199 5453 10839 11860 7674 12325
267,5257 291 905 904 4945 583 1497 1537 257 1991
268,2962 733 7900 4100 6551 3372 16672 9843 15146 20276
269,122 50 244 28 17 27 532 168 919 42
270,39 58 486 3 2032 1815 2450 401 143 811
271,827 160 685 1350 584 1657 648 451 59 956
273,600 769 443 722 2841 1210 555 20536 6010 6491
274,1196 1100 2186 3959 609 2532 397 3085 20323 7856
275,496 2208 476 1169 2294 8332 5307 7354 2689 2057
276,161 41 40 39 506 354 544 55 58 403
277,430 376 573 561 117 14439 1724 985 2293 10
278,138 324 344 120 510 94 800 985 51 1724
279,112 649 127 227 759 1613 137 6550 15 54
280,558 683 1417 17286 149 10382 807 412 19384 974
281,40 41 39 31 618 1108 1214 11 27 47
282,116 66 8 134 304 265 309 14 24 2
283,35 240 31 104 40 319 55 465 220 412
285,41 40 39 2570 789 572 55 58 571 739
286,19820 17608 17561 680 10913 566 440 472 763 491
287,40 41 39 31 76 1232 843 350 592 618
288,1095 1354 52 690 1448 716 44 8 3176 1625
289,390 884 915 1438 15 101 1812 82 161 354
290,34 449 51 4057 4704 3597 5337 365 271 4839
292,1006 14 20 8 146 48 563 314 316 318
293,4 19 24 80 14 8 70 74 1 279
294,15 36 291 583 841 773 506 354 8684 5727
295,1630 521 720 149 372 168 11834 1221 144 104
297,4 44 6 24 16 11 2540 2404 1871 1008
299,1067 537 754 389 80 1290 465 792 880 191
300,296 3092 360 407 46 1004 167 7064 6 1337
301,39 31 58 486 87 81 298 3 162 127
302,6 22 157 20 401 596 26 174 14 46
303,16 44 25 229 597 1487 14448 14849 14844 14843
304,18990 14843 14841 14842 14845 14844 14846 14838 14847 14840
305,117 29 510 159 751 7 800 957 455 68
306,1172 596 3325 392 1637 734 601 2518 179 813
307,5242 265 16974 6563 11174 279 5996 4716 20 77
308,51 81 202 365 88 475 107 3288 217 131
309,43 356 29 1012 576 204 455 995 133 57
310,262 1172 401 596 1637 271 183 392 346 202
311,5772 716 5977 3862 9745 1625 1343 2970 1376 352
312,4094 6064 12082 12929 8328 3030 1321 21554 7647 4132
314,35 9 240 570 319 382 373 224 310 412
315,401 596 1431 9770 798 3574 813 87 96 51
316,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
317,1040 2139 3497 4507 3602 3916 20400 1884 11428 11434
318,168 1267 2208 184 2294 310 2967 35 56 5633
319,279 22 5831 65 1436 3987 2736 8819 48 4
320,44 4 1199 16 3176 1 266 6 67 5137
321,107 131 5995 330 802 51 163 272 660 16661
322,682 769 600 722 771 778 1872 8316 10422 7826
323,1024 45 792 906 537 880 768 621 7444 1067
324,558 2717 2574 3840 1417 319 1772 807 224 3849
327,102 205 267 725 1501 2894 858 398 609 698
328,4516 21222 9496 1307 2261 4312 4762 17373 19030 19604
329,3000 9573 3644 11510 8115 1974 1835 756 9360 18760
330,314 269 254 171 165 932 563 966 554 878
331,455 247 130 109 312 154 85 1115 298 140
332,60 148 2 175 4 65 1092 168 104 304
334,41 40 31 55 39 1111 615 4 458 1
337,56 104 240 224 373 168 412 184 874 149
338,42 28 50 11 136 9 37 145 277 35
339,983 1308 1143 35 22 82 1100 397 48 1669
340,4775 5841 16969 3976 2056 4371 1506 6948 21829 54
341,949 380 422 744 359 1180 3069 3614 14847 14845
342,9 56 144 107 131 1681 2800 3288 1683 104
343,76 3 486 182 208 324 344 811 2032 2450
344,627 681 94 99 955 34 4787 30 5121 4353
345,266 16 52 67 25 75 189 172 12 405
346,1 17 16 47 26 28 2 50 80 25
347,411 41 904 39 40 389 1 1024 55 326
349,316 318 269 165 254 314 5831 938 996 146
350,168 35 104 310 56 382 184 224 1286 372
351,2007 438 2986 1467 3095 3032 3899 21 8382 8352
352,733 2121 2495 2120 2366 4855 1090 1776 2196 29
353,848 10 3233 2468 690 3176 1863 588 14843 14847
354,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
355,41 31 55 486 618 592 3 1083 1108 1288
356,134 33 65 73 48 2 83 61 80 14
357,771 778 722 174 2692 2800 91 5251 4 6
358,7 295 283 380 54 276 68 6718 820 359
361,10307 41 40 8168 133 5996 76 4819 449 18762
363,117 500 800 5317 985 1724 957 638 1493 51
364,1464 3302 1321 4749 1197 3661 2807 2792 4341 3416
365,15 3439 101 7183 9326 196 334 9899 21880 13759
366,24 6 46 19 20 3 8 22 14 7
367,3980 12967 5216 4352 5051 10669 13057 5821 4900 4462
368,509 399 433 1054 582 405 1111 160 584 5946
369,2501 2367 60 148 4292 3945 304 736 309 134
370,313 242 376 467 430 573 9642 764 345 636
371,298 929 162 29 863 2148 1046 1236 21 695
373,3220 6110 1833 4223 1970 3043 4211 702 3100 234
374,44 16 1244 229 90 2428 52 26 112 4
375,200 424 33 14 1 80 22 20 163 19
376,259 584 956 536 1233 1001 4137 2718 1837 5269
377,1596 969 1483 2236 41 39 40 71 55 6
379,15 85 101 354 154 93 211 850 21 544
380,891 1305 763 28 17 566 27 50 446 42
381,82 390 886 343 1700 351 5 54 983 1662
382,751 326 389 465 220 45 906 792 537 2092
383,326 906 465 1024 95 880 768 45 537 249
384,465 220 95 17 860 47 28 1112 1447 191
385,4085 3037 116 148 6909 329 408 6868 175 2
386,9 6 18 19 20 3 8 22 14 24
387,2513 1123 2615 1688 684 5872 5747 6483 8598 524
388,52 25 154 94 99 723 459 8 44 88
389,4 33 80 1 65 2 157 20 73 194
391,44 4 7 6 14 24 16 433 399 74
392,156 300 416 725 197 783 1697 7617 1757 3107
393,896 1195 2288 2767 2566 1936 161 1234 506 354
394,320 1960 17 344 1715 907 261 2075 5929 2317
395,3602 177 67 250 278 238 3173 395 541 481
398,1316 1674 1767 150 97 12 405 615 21627 458
399,1505 891 718 566 4126 446 7808 14573 11119 1037
400,17 47 50 42 35 145 144 149 136 412
401,1916 7084 414 3068 999 18632 5162 1657 259 10152
402,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
403,2 14 6 19 22 8 24 7 74 26
404,1 157 4 48 2 174 1282 22 23 20
405,144 168 224 240 149 1382 29 319 570 1816
406,540 907 585 1041 708 1443 1722 1840 672 1163
407,496 9369 1267 4 44 367 1928 2208 26 6
409,1960 41 1840 99 31 58 2109 2013 147 1911
410,187 128 254 133 318 171 1089 314 563 146
411,9 886 56 4 224 6 663 22 409 141
412,179 7839 255 13600 1873 5378 590 925 118 393
413,1 22 2087 33 48 20 6 3357 5144 417
414,4540 49 181 542 243 10050 410 445 19766 19663
415,97 150 405 458 1602 35 2203 615 3362 13
416,9 7 168 144 68 7316 343 865 112 184
417,94 87 243 1713 88 1 81 34 2 207
418,36 101 10 354 506 699 515 848 154 523
419,2370 2590 1387 5803 8810 4465 6588 1294 15404 8071
420,7847 324 4095 344 4321 4870 41 139 55 58
421,3440 3280 872 4890 6180 2187 981 4298 6028 2669
422,208 344 596 813 85 255 1099 798 590 196
423,299 119 252 3543 639 1146 3398 3392 928 63
424,44 52 25 1 229 6 24 716 79 266
425,7263 14127 2149 143 2570 40 990 31 41 1931
426,27 28 50 11 136 37 679 363 2461 91
427,298 8535 51 271 510 243 3462 49 6909 68
428,181 243 25 410 11292 52 882 16 1341 44
429,3737 1619 3487 3513 3726 2233 2426 5503 4385 13691
430,16 75 4 6 1 98 35 24 22 373
431,203 1296 214 1450 514 188 603 1978 323 211
432,532 67 154 12843 1593 3726 1460 1044 3414 3076
433,32 182 3281 324 138 96 8 229 44 344
435,90 1244 2693 2428 1969 1971 108 3651 459 341
436,44 16 1 6 220 389 465 24 80 52
437,194 33 48 185 4 103 73 2 141 20
438,144 168 149 415 1313 353 9 50 11 224
439,41 31 58 76 533 9 2208 1578 1825 3214
440,28 11 17 27 50 42 145 1611 363 200
441,956 536 414 648 564 898 855 1097 1355 1536
442,182 96 344 4473 9296 4474 597 1246 52 929
443,177 841 411 395 238 135 596 257 33 179
444,572 9 2570 702 144 104 168 1434 604 240
445,11 27 28 47 42 5 145 3461 9280 37
446,8036 51 81 202 365 88 10831 475 7741 107
447,5134 4277 692 5176 2781 5144 3980 5216 4352 490
448,47 27 28 50 42 1054 780 9 37 14
449,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
450,52 25 229 159 117 613 143 79 44 40
453,202 81 4 401 22 596 179 1899 19 813
454,40 39 1041 148 585 1722 77 708 66 486
455,27 50 42 214 145 188 37 262 603 566
456,546 743 278 541 1521 1152 2510 481 67 9024
457,828 1716 1409 1880 1179 805 23 89 706 983
458,41 34 486 1637 2518 345 596 349 813 2866
459,116 148 342 175 1108 304 1214 309 1083 378
460,40 55 58 1123 5872 486 298 7294 3 2613
461,318 56 314 824 184 146 201 240 1099 165
462,766 3613 1653 347 1692 946 128 6557 1346 984
463,1125 1124 1535 47 50 17 27 42 6423 2
464,75 172 519 829 15733 2658 2018 820 14844 14843
465,161 4524 506 4796 354 544 403 27 785 42
466,8885 8437 10644 13110 9405 17237 4488 8402 12232 21415
467,90 4036 127 167 15 1008 30 5485 26 18
468,1828 1186 1990 1279 2295 2558 6111 58 40 41
469,96 138 182 208 324 344 8907 2667 743 546
470,97 152 3362 1227 405 150 133 1095 254 1602
471,48 20 65 2 73 80 115 83 157 19
472,582 160 293 584 488 259 1984 2626 536 1098
473,530 7 137 566 132 472 446 84 38 763
474,238 95 177 404 250 278 389 220 465 235
475,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
476,938 1225 956 2063 536 648 414 1321 1464 1197
477,50 47 11 498 17 27 4126 37 42 145
478,40 1978 41 55 31 39 433 154 645 582
479,177 67 250 278 238 395 541 481 1043 2811
480,23 91 86 13 489 1610 1334 196 126 69
481,832 750 857 986 1185 1525 1281 1694 1231 970
482,35 56 2 95 5 12 168 104 879 10
483,97 405 150 5765 1111 162 863 1775 9 56
484,964 10329 23 3842 14592 4973 18866 1240 843 35
485,261 582 399 186 1456 696 5209 388 1334 1458
486,2830 2897 4985 4290 2026 1311 5140 815 367 327
487,16 1174 75 172 1043 2533 250 1521 2282 834
488,335 1006 1448 43 1012 716 576 554 98 1343
489,946 1692 617 1463 1346 721 1582 11365 3510 3834
490,66 116 60 148 175 272 304 378 309 428
491,790 2448 10342 1441 103 142 193 424 141 676
493,1097 536 1001 2678 59 956 584 259 648 9352
494,40 31 55 76 813 2 3 72 33 24
495,1222 3644 9573 162 863 1695 29 11510 196 15961
496,743 546 8204 199 135 67 238 481 278 235
498,391 4985 35 1775 4290 1939 144 5140 1311 2897
499,48 157 27 33 174 20 42 28 11 50
500,36 101 840 2777 4714 257 1234 8092 1223 3575
501,76 19 3 486 4 20 811 2032 2450 1815
503,33 48 65 71 73 4 103 20 2 489
504,775 511 1231 2925 564 832 824 745 898 1895
505,23 154 15 86 403 161 294 41 31 40
506,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
508,96 208 6468 2575 3586 4976 8598 8199 3755 11167
509,39 76 621 2 486 4 22 6 45 326
510,304 116 60 175 378 497 14 8 644 26
511,40 39 3 299 486 392 182 1172 4363 1342
512,9 144 168 240 224 184 149 310 319 288
514,409 663 194 427 272 529 200 115 219 776
515,1 4 132 14 2 364 14361 24 710 8
516,59 1350 956 536 584 259 1001 648 999 1097
518,16 278 177 25 189 541 266 135 229 26
519,583 411 841 1990 1682 1186 1602 3362 6470 2203
520,1442 1208 1884 2671 930 669 336 1131 4397 10208
521,15954 517 13784 11095 482 9173 7796 20116 4006 4575
522,2 52 8 25 32 74 182 324 138 61
523,1143 1662 1669 1642 556 282 1207 1783 936 1177
524,236 848 82 1290 343 526 865 3233 983 1662
525,16 3145 3502 555 203 1724 4 214 3444 162
526,3648 1519 17798 4288 303 3645 2712 5313 2497 680
527,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
528,17979 20156 17966 17954 16120 17948 17973 133 1422 16454
529,871 571 1365 1496 1629 112 95 860 1067 621
530,27 28 50 42 37 145 136 111 1534 662
532,509 1846 1054 146 133 254 171 314 139 5501
533,304 66 175 577 4 25 1831 134 593 52
535,17 212 42 927 47 28 50 424 11 6253
536,39 55 249 1100 3308 1847 143 405 873 152
537,264 1629 871 571 1365 1496 5236 19323 17025 19393
538,6297 1032 408 10855 347 9204 1069 441 11080 3407
539,177 301 1799 801 716 934 2332 1343 395 2853
540,4688 625 1213 678 770 755 1398 1857 717 579
542,154 40 41 58 39 31 96 138 247 3537
544,805 1290 526 936 1177 1107 82 972 1207 1880
545,52 228 4 25 1 266 6 801 229 1874
546,55 58 76 1049 486 3 349 101 3658 342
547,901 230 514 188 645 358 1897 635 584 1978
549,60 378 304 175 309 577 736 2446 44 1755
550,4 33 44 52 80 1393 279 265 96 75
551,17 28 50 11 37 136 277 243 181 679
552,339 590 94 99 176 250 395 262 304 481
553,41 39 182 96 77 344 60 32 175 486
554,159 120 957 544 161 1375 403 800 506 510
555,249 639 1146 1273 928 129 5923 242 1 8
556,732 120 903 913 159 500 1579 800 1805 1084
557,152 150 1377 3 3399 2097 802 405 1186 3807
558,8896 9904 3150 15554 5396 7598 11992 2578 5859 5043
559,9954 19335 17790 9800 14845 14844 14846 14848 14841 14849
560,8775 18650 15145 16870 21039 11190 13873 156 102 725
563,65 22 77 60 148 265 20 304 279 702
565,112 4592 1391 283 939 422 137 5284 15 54
566,2098 16888 6804 13650 18139 10172 21019 16719 5776 7996
567,1604 2683 3452 3075 697 1870 1425 2637 1729 2893
568,14 93 211 28 47 17 37 232 50 11313
569,229 8 44 4 1 24 132 84 30 718
570,138 324 344 66 116 60 148 175 196 304
571,830 1444 451 749 691 578 80 33 2050 1996
572,564 638 1055 1502 1147 1868 3353 1775 827 3603
573,8 278 708 603 540 1443 1960 584 211 93
574,12640 4441 234 1 4 5044 6 6110 6102 1008
575,199 85 1152 2036 1198 11653 1342 4288 66 116
576,175 116 77 60 736 134 304 309 279 378
577,47 50 17 37 27 42 145 136 14 3228
578,3068 4987 4033 883 15515 6336 18095 3067 735 16475
579,739 270 571 5688 4516 460 1917 447 90 2875
580,77 148 66 175 265 134 304 309 24 378
581,1535 1532 50 1715 17 27 251 42 37 65
582,6777 13434 18489 2660 7818 21674 12812 6366 1555 16714
583,203 214 358 1978 1450 1855 232 2550 4930 3874
585,17 11 47 28 6 511 832 1281 986 2
586,1840 585 147 5755 708 2013 34 1722 1960 7336
587,6053 6304 6825 6305 7134 7136 6524 6051 7484 573
588,239 511 7617 832 7258 3107 5433 3788 986 6116
590,12926 21728 11156 11376 15284 13821 17218 3623 19309 19835
591,27 42 11 405 211 28 203 50 1635 603
594,376 2293 6149 4082 4076 5932 8259 119 252 11058
595,40 55 411 291 4 486 3 905 1497 2
596,249 299 212 639 1273 1194 1146 928 742 129
597,2488 3022 299 1499 141 157 1737 3332 52 65
598,136 277 679 298 730 2503 532 830 451 1939
599,13 23 71 294 98 97 100 348 198 246
601,39 40 55 58 76 9 4 6 143 16
602,103 20 370 2 56 406 141 194 193 33
603,8 52 1 6 229 46 24 7 2846 84
604,135 57 64 348 399 177 582 29 250 527
605,145 136 277 1481 679 694 363 3188 14 743
606,1573 1723 3355 2724 3300 3709 2218 7601 2258 10448
607,227 1366 1823 402 1164 5083 14850 14846 14848 14847
608,14841 14839 14848 14847 14846 14845 14844 14843 14842 14850
609,590 345 5440 401 721 16827 2333 72 339 108
610,915 390 884 653 1438 372 1995 361 3672 2121
611,22 390 663 48 305 63 1749 65 141 20
612,13 348 198 174 48 43 1868 157 1147 401
613,2558 6111 5362 6599 3681 3284 5727 8444 8697 101
614,14522 14521 325 843 350 1006 14 30 12644 78
615,30 14 6526 6367 6825 6824 6051 10 6057 9
616,48 194 115 33 73 4 65 7 20 663
617,34 579 770 1 14 761 1213 80 33 467
620,9943 12216 13110 11314 12232 716 13127 17161 35 1994
621,896 1195 2288 463 751 14895 8097 3090 117 927
622,73 1522 65 194 22 690 83 1354 48 20
623,50 47 11 17 27 226 37 42 145 1737
624,27 28 11 42 145 37 277 1391 679 363
625,298 64 43 8 25 8284 512 356 995 204
626,11 47 17 27 145 42 174 48 157 136
627,8 20 33 25 80 14 61 74 24 52
629,81 88 217 107 131 365 823 6744 162 192
630,27 344 28 1073 22 1816 1185 2517 2408 363
631,1122 498 226 1476 2256 901 460 4516 1706 5087
632,8 238 1 278 46 164 2 235 167 241
633,60 175 148 279 134 736 304 8 1 593
